url,company_name,batch,sector,one_liner,overall_signal,founder_worked_in_target_industry,founder_held_target_function,founder_has_prior_exit,founder_is_repeat_yc,founder_from_top_co,domain_relevance_score,has_technical_cofounder,has_commercial_cofounder,has_domain_expert,is_solo_founder,team_completeness_score,one_line_risk,one_line_strength
https://www.ycombinator.com/companies/one-robot,One Robot,W26,Robotics,World models for robot evals and training,STRONG,True,True,False,False,True,9,True,False,True,False,7,Missing commercial cofounder for GTM in competitive robotics market,"Deep robotics expertise from Tesla, Google, NASA with proven track record"
https://www.ycombinator.com/companies/valgo,Valgo,W26,Insurtech,Insurance risk layer for physical AI systems,STRONG,True,True,False,False,False,9,True,True,True,False,10,Nascent autonomous systems market may take years to mature,Perfect founder-market fit with deep technical and insurance expertise
https://www.ycombinator.com/companies/corvera,Corvera,W26,B2B,AI agent workforce for CPG back-office operations,STRONG,True,True,True,False,True,9,True,True,True,False,10,Early stage with limited track record in AI agents,Perfect founder-market fit with prior CPG exit and Google AI expertise
https://www.ycombinator.com/companies/catchback-cards,CatchBack Cards,W26,Consumer,Mobile platform for creating and opening digital collectible card packs,STRONG,True,True,False,False,True,9,True,False,True,False,7,Niche market with regulatory risks around gambling mechanics,"Founder sold $500K Pokemon cards, deep domain expertise"
https://www.ycombinator.com/companies/vector-legal,Vector Legal,W26,Legal Tech,AI-native law firm and software platform for startups,STRONG,True,True,False,False,False,9,True,True,True,False,10,Regulatory challenges and bar association restrictions on AI legal services,Founder was startup lawyer at top firms serving exact target market
https://www.ycombinator.com/companies/generalastro,General Astronautics,W26,Aerospace/Robotics,Autonomous robots for research and manufacturing in space,STRONG,True,True,False,False,True,9,True,False,True,False,7,Solo technical founder without clear commercial/sales expertise,SpaceX aerospace engineer with direct space hardware experience
https://www.ycombinator.com/companies/alt-x,Alt-X,W26,Fintech,AI automation for institutional-grade financial modeling in Excel,STRONG,True,True,False,False,True,9,True,True,True,False,9,Excel dependency limits market expansion beyond traditional finance workflows,Deep domain expertise with Citadel trader building for exact workflow
https://www.ycombinator.com/companies/button-computer,Button Computer,W26,Hardware,Wearable AI button that enables instant voice conversations with AI,STRONG,True,True,False,False,True,9,True,False,True,False,7,Hardware execution and manufacturing scale challenges for consumer wearables,Apple Vision Pro veterans building conversational AI hardware
https://www.ycombinator.com/companies/q2q,Q2Q,W26,Fintech,AI-native outbound engine for private equity deal sourcing,STRONG,True,True,True,False,False,9,True,True,True,False,10,Competitive moat unclear in crowded AI sales automation space,Perfect founder-market fit with PE experience and prior exit
https://www.ycombinator.com/companies/shofo,Shofo,W26,AI/ML,Building the world's largest video library for AI training datasets,STRONG,True,True,False,False,True,8,True,True,True,False,9,Scaling video processing infrastructure and managing copyright/licensing issues,Strong technical team with prior AI startup experience and clear market need
https://www.ycombinator.com/companies/carrot-labs,Carrot Labs,W26,Artificial Intelligence,Continuous fine-tuning platform for specialized business LLMs,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial cofounder for GTM in competitive AI tooling space,Strong ML expertise from Snowflake scaling $250M to $3.6B revenue
https://www.ycombinator.com/companies/mochacare,MochaCare,W26,Healthcare,"AI-powered management service for care organizations handling hiring, scheduling, client intake",STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial/sales expertise for B2B care organization market,Deep personal caregiving experience plus strong technical backgrounds from top companies
https://www.ycombinator.com/companies/veriad,Veriad,W26,B2B,AI agents that replace enterprise marketing compliance reviewers,STRONG,True,True,False,False,False,8,True,True,True,False,9,Early stage with limited track record in scaling AI agents,Founders built and sold compliance tools to F500s before
https://www.ycombinator.com/companies/talking-computers,Talking Computers,W26,AI/ML,AI research lab building autonomous AI scientists and workplace AI systems,STRONG,True,True,False,False,True,8,True,False,True,False,7,Heavy technical focus without clear commercial/GTM expertise,Deep ML expertise from Modular with proven ability to deliver results
https://www.ycombinator.com/companies/getbalance,Balance,W26,Fintech,AI accounting firm providing real-time bookkeeping for SMBs,STRONG,True,True,False,False,False,8,True,True,True,False,9,Competitive market with established accounting software and service providers,Strong domain expertise with CFO experience and technical AI capabilities
https://www.ycombinator.com/companies/chasi,Chasi,W26,B2B,AI Revenue Engine for the Equipment Industry,STRONG,True,False,False,False,True,8,True,True,True,False,9,Complex enterprise sales cycles in traditional equipment industry,Deep domain expertise with Tesla/Boeing/Cummins AI deployment experience
https://www.ycombinator.com/companies/glue,Glue,W26,Developer Tools,Open source design editor for AI agents to create interfaces,STRONG,True,True,False,False,True,8,True,False,True,False,7,Very early market - AI agents building interfaces not proven need,Strong technical founders from top companies building for emerging AI workflow
https://www.ycombinator.com/companies/voxel-energy,Voxel Energy,W26,Energy,Energy independent data centers with solar and repurposed batteries,STRONG,True,True,False,False,True,8,True,True,True,False,9,Unproven market demand for off-grid data center solutions,Tesla veterans with deep EV battery and energy systems expertise
https://www.ycombinator.com/companies/polymath,Polymath,W26,AI/ML,Simulated worlds for training and evaluating long-horizon AI agents,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial cofounder for GTM in competitive AI infrastructure space,Deep AI/ML expertise from top companies building exactly what they know
https://www.ycombinator.com/companies/pocket,Pocket,W26,Consumer Hardware,"AI device that turns conversations into notes, summaries, and action items",STRONG,True,False,False,False,False,8,True,True,True,False,8,Hardware scaling challenges and competitive moat against software-only solutions,Strong product-market fit with $27M ARR and 50% monthly growth
https://www.ycombinator.com/companies/forum,Forum,W26,Fintech,First regulated exchange to trade on cultural attention and virality,STRONG,True,True,False,False,False,8,True,True,True,False,9,Regulatory approval for attention trading may be difficult to obtain,Strong founder-market fit with trading and engineering expertise
https://www.ycombinator.com/companies/emdash,Emdash,W26,Developer Tools,Open-source desktop app for running multiple coding agents in parallel,STRONG,True,True,False,True,False,8,True,False,True,False,7,Commercial/GTM experience gap in founding team,Strong technical founders solving their own developer workflow pain point
https://www.ycombinator.com/companies/patientdeskai,Patientdesk.ai,W26,Healthcare,AI front & back office agent for dental practices,STRONG,True,True,False,False,False,8,True,True,True,False,9,Young founders with limited professional experience beyond their agency,Deep domain expertise from running dental marketing agency and call center
https://www.ycombinator.com/companies/seeing-systems,Seeing Systems,W26,Defense Tech,Modular AI-commanded autonomous strike drones for defense,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial/sales expertise for defense procurement processes,Deep defense domain expertise with Jane Street technical pedigree
https://www.ycombinator.com/companies/prana-health,Prana,W26,Healthcare,"AI primary care doctor providing continuous, proactive healthcare monitoring",STRONG,True,False,False,False,False,8,True,False,True,False,7,Regulatory hurdles and liability concerns for AI-driven medical decisions,Strong medical expertise with CEO deferring med school and MD cofounder
https://www.ycombinator.com/companies/mango-medical-inc,Mango Medical,W26,Healthcare,Foundation models for planning orthopedic surgery,STRONG,True,True,False,False,False,8,True,False,True,False,7,Regulatory approval timeline and clinical validation requirements,Ex-dentist founder with direct surgical experience building AI for surgery
https://www.ycombinator.com/companies/terranox-ai,Terranox AI,W26,Energy/Mining,AI-powered uranium discovery company using ML to find deposits,STRONG,True,True,False,False,False,8,True,True,True,False,9,Extremely capital intensive industry with long development cycles,Perfect timing with nuclear renaissance and deep domain expertise
https://www.ycombinator.com/companies/orthogonal,Orthogonal,W26,B2B,Agentic payments platform enabling AI agents to discover and pay for APIs,STRONG,True,True,False,False,True,8,True,True,True,False,9,Early market - agents may not need paid API access at scale yet,Strong technical team from top companies building for emerging AI agent economy
https://www.ycombinator.com/companies/ashr,Ashr,W26,Developer Tools,Automated multi-modal testing platform for AI agents,STRONG,True,True,True,False,False,8,True,False,True,False,7,Limited commercial/GTM experience may hinder enterprise sales adoption,Deep AI agent building experience with prior exit validates execution ability
https://www.ycombinator.com/companies/autositu,AutoSitu,W26,GovTech,AI-native workspace for development plan reviews,STRONG,True,True,False,False,False,8,True,False,True,False,7,Limited commercial/sales experience for complex government sales cycles,Perfect founder-market fit with urban planning expertise and AI skills
https://www.ycombinator.com/companies/cumulus-labs,Cumulus Labs,W26,AI Infrastructure,Fast multimodal inference OS for AI teams,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial cofounder for GTM in competitive AI infrastructure space,Strong technical team with direct AI infrastructure experience at Palantir
https://www.ycombinator.com/companies/zerosettle,ZeroSettle,W26,B2B Software,Drop-in Direct Billing SDK for In-App Purchases,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial cofounder to drive sales and GTM strategy,Ex-Apple engineers building for mobile payments they deeply understand
https://www.ycombinator.com/companies/carson,Carson,W26,AI/Productivity,"Desktop AI app that generates custom, sharable workspaces",STRONG,True,True,False,True,True,8,True,True,True,False,9,Crowded AI productivity space with unclear differentiation from existing tools,Strong technical team from top companies with prior YC experience
https://www.ycombinator.com/companies/cascade,Cascade,W26,AI/ML Infrastructure,Evaluation infrastructure to make AI agents work reliably in production,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial/GTM expertise in highly competitive AI infrastructure space,Deep AI research background with production experience at top companies
https://www.ycombinator.com/companies/clam,Clam,W26,B2B Software,Self-fixing automations for fast-moving startups built on OpenClaw,STRONG,True,True,False,False,False,8,True,False,True,False,7,Missing commercial cofounder for GTM in competitive automation space,Strong technical team with direct automation and AI integration experience
https://www.ycombinator.com/companies/sentrial,Sentrial,W26,AI/ML Infrastructure,Production monitoring platform for AI agents and products,STRONG,True,True,False,False,False,8,True,False,True,False,7,Early stage market with unclear enterprise adoption timeline,Founders experienced exact pain point building AI agents
https://www.ycombinator.com/companies/asimov,Asimov,W26,Robotics,Real-world human movement data for humanoid robots,STRONG,True,True,False,False,True,8,True,False,True,False,7,Scaling data collection network and competing with tech giants' resources,Deep robotics expertise with ML/AI background from top companies
https://www.ycombinator.com/companies/syntropy,Syntropy,W26,Developer Tools,Autonomous coding agent for complex long-horizon development tasks,STRONG,True,True,False,False,True,8,True,False,True,False,7,Missing commercial/GTM expertise in competitive AI coding agent space,Strong technical founders with direct experience at top tech companies
https://www.ycombinator.com/companies/payna,Payna,W26,B2B,AI licensing agent for regulated industries compliance automation,STRONG,True,True,False,False,False,8,True,False,True,False,7,Missing commercial cofounder for complex B2B regulatory sales cycles,Deep firsthand experience with exact pain point they're solving
https://www.ycombinator.com/companies/voltair,Voltair,W26,Aerospace/Drones,Autonomous drones for Earth observation with utility grid charging network,STRONG,True,True,False,False,True,8,True,False,True,False,7,Complex regulatory environment and infrastructure deployment challenges,Deep technical expertise with direct utility industry experience
https://www.ycombinator.com/companies/captain,Captain,W26,AI/ML Infrastructure,API for AI agents to accurately search unstructured data,STRONG,True,True,False,False,False,8,True,False,True,False,7,Missing commercial/GTM expertise in technical founding team,Deep AI/ML expertise with 4+ years scaling RAG pipelines
https://www.ycombinator.com/companies/avoice,Avoice,W26,B2B Software,AI-native workspace for architecture firms automating non-design work,STRONG,True,False,True,False,False,7,True,True,True,False,8,Architecture industry notoriously slow to adopt new technology,CEO has prior exit and deep architecture industry sales experience
https://www.ycombinator.com/companies/arc-prize-foundation,ARC Prize Foundation,W26,AI/ML,AI benchmarks that measure general intelligence and inspire new ideas,STRONG,True,False,False,False,True,7,True,True,True,False,8,Nonprofit model may limit scalability and monetization potential,"Founded by Francois Chollet, creator of original ARC benchmark"
https://www.ycombinator.com/companies/autumn-ai,Autumn AI,W26,B2B SaaS,Real-time signal intelligence platform for GTM teams to track prospects,STRONG,True,True,False,False,False,7,True,True,True,False,8,Competitive market with many sales intelligence tools already established,Strong technical team with direct GTM experience building for known problem
https://www.ycombinator.com/companies/grazemate,GrazeMate,W26,Agriculture/AgTech,Autonomous AI drones that herd cattle for ranchers,MODERATE,True,True,False,False,False,10,True,False,True,True,6,Solo founder lacks commercial/sales experience for B2B ranch sales,"Perfect domain fit - grew up on cattle farm, understands exact problem"
https://www.ycombinator.com/companies/aurorin-cad,Aurorin CAD,W26,Engineering Software,AI-native CAD software built from scratch for speed and automation,MODERATE,True,True,False,False,True,9,True,False,True,True,6,Solo founder lacks commercial/GTM expertise in competitive CAD market,Deep technical expertise from SpaceX/Apple building exactly what engineers need
https://www.ycombinator.com/companies/byteport,Byteport,W26,Infrastructure,Global upload acceleration for 1GB-100TB files,MODERATE,True,True,False,False,True,9,True,False,True,True,6,Solo founder lacks commercial/GTM expertise for enterprise sales,Deep networking expertise from CERN and Netflix infrastructure experience
https://www.ycombinator.com/companies/codewisp,CodeWisp,W26,Gaming/AI Tools,AI platform for creating web games with plain-English prompts,MODERATE,True,True,False,False,False,9,True,False,True,True,6,Solo founder lacks commercial/GTM expertise for consumer product,Founder has exceptional game dev credentials and massive audience
https://www.ycombinator.com/companies/daivin,DAIVIN!,W26,Hardware,Tankless dive gear using electrolysis to extract oxygen from water,MODERATE,True,True,False,False,False,8,True,False,True,True,6,Solo founder with no commercial cofounder for complex hardware product,Deep technical expertise with working prototype of revolutionary diving technology
https://www.ycombinator.com/companies/openspec,OpenSpec,W26,Developer Tools,Open-source spec framework for AI coding agents,MODERATE,True,True,False,False,False,8,True,False,True,True,6,Solo founder lacks commercial/GTM expertise for developer tool adoption,Strong technical founder with direct experience building what he's solving
