,yc_url,company_name,batch,sector,one_liner,overall_signal,founder_worked_in_target_industry,founder_held_target_function,founder_has_prior_exit,founder_is_repeat_yc,founder_from_top_co,domain_relevance_score,has_technical_cofounder,has_commercial_cofounder,has_domain_expert,is_solo_founder,team_completeness_score,one_line_risk,one_line_strength,website,has_live_product,has_paying_customers,has_user_evidence,has_public_iteration,has_specific_user_problem,has_beachhead_segment,product_maturity_score,user_understanding_score,sources_with_evidence,strongest_evidence,biggest_product_gap,competitor_count_batch,batch_competitors,has_funded_incumbents,incumbent_names,market_crowding,has_patent_signal,has_oss_alternative,oss_alternative_name,moat_type,moat_evidence,competitive_context_brief,key_question_for_meeting
12,https://www.ycombinator.com/companies/voygr,VOYGR,W26,B2B Software,Real-world place intelligence API for AI apps and agents,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Competing directly with Google's massive maps monopoly and resources,Perfect founder-market fit with Google Maps insider knowledge and top-tier ML expertise,https://voygr.tech,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,8,3,"Live product with auth flow and demo requests, plus active GitHub repo with developer tools and 81-point Hacker News launch with 60 comments showing community engagement.",No evidence of paying customers or pricing structure despite having a live product with apparent user interest.,0,,False,,GREENFIELD,False,False,,DATA_MOAT,"Company focuses on location data validation and enrichment, suggesting proprietary datasets and data processing capabilities as core value proposition.","VOYGR appears unique in this batch - no other companies are building location intelligence APIs. The space seems greenfield with no obvious funded incumbents identified. The company's focus on real-world place data validation suggests they're building proprietary datasets, but the defensibility will depend on data quality, coverage, and refresh rates versus established mapping providers.",What's your data advantage over Google Places API and other mapping providers?
13,https://www.ycombinator.com/companies/canary,Canary,W26,B2B Software,AI QA engineer that reads source code to catch bugs,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Highly competitive AI tooling space with many well-funded players,Deep technical expertise from top AI companies building exactly what they know,https://www.runcanary.ai,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Company website has auth flow, pricing page, and is not waitlist-only, indicating a live product with paid tiers.","No external user validation found - no reviews, testimonials, or third-party evidence that real users are actively using the AI QA testing product.",3,"AI DevOps Engineer (CI failures), AI agents that automatically code/test/deploy fixes, AI engineer that detects/fixes production bugs",False,,EMERGING,False,False,,NONE_OBVIOUS,No clear technical differentiation signals found - appears to be applying standard AI/LLM techniques to code analysis.,"Canary faces direct competition from 3 other AI-powered development tools in this batch, all targeting similar code quality/testing workflows. The space is emerging with multiple early-stage players but no clear funded incumbents identified. The founder will need to articulate what makes their code analysis approach technically superior to other AI QA tools.","With 3 batch peers building AI dev tools, what's your technical differentiation beyond applying LLMs to code?"
14,https://www.ycombinator.com/companies/grade,Grade,W26,B2B,API for performance-based payroll,STRONG,TRUE,TRUE,TRUE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Performance-based payroll is complex regulatory minefield with compliance challenges,Perfect founder-market fit with prior exits and direct payments experience,https://usegrade.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Company website shows live product with auth flow, pricing page, and claims of 1,600+ contractors paid with $1M+ paid out across 190+ countries.","No external validation from actual users - all evidence comes from company's own website with no third-party reviews, testimonials, or user feedback found.",0,,False,,GREENFIELD,False,False,,REGULATORY,"Website mentions regulatory aspects of global payroll compliance across 190+ countries, which requires navigating complex international labor laws and payment regulations.","Grade appears to be in a greenfield space - no direct competitors found in their YC batch or broader market for performance-based payroll APIs specifically for AI agents. Traditional payroll companies like Gusto/Rippling handle standard payroll, but none focus on performance-based payments for AI agents and contractors globally. The regulatory complexity of international payments could be a meaningful moat.",How do you handle compliance across 190+ countries for AI agent payments?
15,https://www.ycombinator.com/companies/beesafe-ai,BeeSafe AI,W26,Cybersecurity,AI agents that defend against social engineering attacks,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for enterprise sales execution,Deep ML/security expertise with Google pedigree targeting real problem,https://beesafe.ai/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,1,Website shows a clear fraud prevention platform concept with specific use case examples of stopping payment fraud and identifying mule accounts.,"No live product available - only early access requests with no authentication flow, and the GitHub repo appears unrelated to the fraud prevention product described.",0,,False,,GREENFIELD,False,False,,NETWORK_EFFECT,Website mentions network effects from engaging with scammers to identify fraudulent accounts across their operations.,"BeeSafe AI appears to be in a greenfield space with no direct batch competitors building AI agents specifically for social engineering defense. The fraud prevention market has incumbents, but their proactive approach of engaging scammers to identify mule accounts seems differentiated. The key risk is whether traditional fraud prevention companies can replicate this approach.",How does your scammer engagement approach create defensible data that competitors can't replicate?
16,https://www.ycombinator.com/companies/fed10,Fed10,W26,B2B,AI agents that replace your policy consultants,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Regulatory/compliance market may be too niche for massive scale,Three ex-lobbyists who actually passed legislation building AI replacement,https://www.fed10.ai,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Company website has a pricing page and is not waitlist-only, indicating a live product with paid tiers.","No external user validation found - no reviews, testimonials, or third-party evidence that real customers are using the product.",0,,False,,GREENFIELD,False,False,,REGULATORY,"Website mentions regulatory focus and positions as 'Legislative Intelligence for Your Business', suggesting deep regulatory knowledge and compliance expertise as the core value proposition.","Fed10 appears to be in a greenfield market with no direct competitors in their YC batch or obvious funded incumbents in AI-powered policy consulting. The space seems nascent, which could be either a first-mover advantage or a sign of limited market demand. The regulatory complexity of government policy work could create natural barriers to entry.",What specific regulatory expertise gives you an edge over traditional policy consultants adopting AI tools?
17,https://www.ycombinator.com/companies/squid,Squid,W26,Energy/Infrastructure,AI agents for power grid planning,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Highly regulated industry with long sales cycles and entrenched incumbents,Deep domain expertise from National Grid and Octopus Energy insiders,https://squid.energy,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,6,8,2,"Website shows live product with auth flow and customer testimonials from named energy industry professionals like Doerte Schneemann, Head of Flexibility Markets.","No evidence of pricing tiers or paying customers despite having a pricing page, and no documentation or changelog showing product iteration.",1,AI-powered software for enterprise energy procurement optimization,False,,EMERGING,False,False,,REGULATORY,"Website shows compliance certifications (GDPR, SOC 2 Type II, ISO 27001) and enterprise partnerships in regulated energy sector.","Emerging space with one energy-adjacent company in batch focused on procurement vs. grid planning. No major funded incumbents identified, suggesting greenfield opportunity in AI-powered grid infrastructure planning. Energy sector partnerships and compliance certifications indicate regulatory moat potential.",What regulatory barriers prevent utilities from switching to competitor grid planning tools?
18,https://www.ycombinator.com/companies/corelayer,Corelayer,W26,B2B,"AI on-call engineer for data-heavy, regulated industries",STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for enterprise sales in regulated industries,Perfect founder-market fit with deep Goldman Sachs data infrastructure experience,https://www.corelayer.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,8,3,"Company website has authentication flow, pricing page, and documentation, indicating a live product with paying customers.","No external user validation found - no reviews, ratings, or third-party evidence that real users are actively using the product.",3,"AI DevOps Engineer (CI failures), AI SRE agent (production incidents), AI engineer (production bugs)",False,,EMERGING,False,False,,REGULATORY,"Company specifically targets data-heavy, regulated industries where compliance requirements create switching costs and barriers to entry.","Three other AI DevOps/SRE tools in this batch tackle similar production monitoring problems, though Corelayer focuses specifically on regulated industries. No major funded incumbents identified, suggesting this is still an emerging market. The regulatory focus could provide defensibility if they build deep compliance expertise.",What specific regulatory requirements differentiate you from the 3 other AI ops tools in your batch?
19,https://www.ycombinator.com/companies/sequence-markets,Sequence Markets,W26,Fintech,"Low-latency execution across crypto, prediction, and tokenized assets",STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Highly competitive space with established players and regulatory uncertainty,Founder with direct trading experience at $13B fund and exchange,https://sequencemkts.com/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Website shows social proof and describes trading fragmented markets as one unified market.,"No evidence of a live product - no auth flow, pricing, documentation, or user access points despite having a website.",1,Unified trading platform for prediction markets across multiple exchanges,True,"Interactive Brokers, TD Ameritrade, Robinhood, Coinbase Pro, Binance, FTX (defunct), Kraken",CROWDED,False,False,,TECHNICAL_IP,Low-latency execution infrastructure requires significant technical expertise and capital investment to build performant trading systems.,"This is an extremely crowded space with massive incumbents like Interactive Brokers, Coinbase Pro, and Binance dominating crypto trading infrastructure. One batch peer is building a similar prediction markets trading platform. The founder will need to demonstrate either superior latency/performance or unique market access that incumbents can't replicate.",What's your latency advantage over Coinbase Pro and how do you prevent incumbents from matching it?
20,https://www.ycombinator.com/companies/ditto-biosciences,Ditto Biosciences,W26,Biotech,AI-powered drug discovery using parasite biology for autoimmune diseases,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Long drug development timelines and regulatory approval challenges,Deep scientific expertise with novel approach to autoimmune therapeutics,https://www.dittobio.com/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company website describes a specific approach to drug discovery using parasite biology for autoimmune diseases with Y Combinator backing.,"No evidence of any live product, user interface, or customer interaction beyond a marketing website - appears to be in early research stage.",2,"AI agents that run drug discovery pipeline on biological foundation models, AI and data platform for cancer therapeutics and cell/gene therapy safety",False,,EMERGING,False,False,,TECHNICAL_IP,Company's unique approach of harnessing parasite biology for drug discovery represents specialized biological knowledge and methodology that would be difficult to replicate.,"Emerging space with 2 other AI drug discovery companies in the batch, but Ditto's parasite biology approach appears differentiated from general biological foundation models and cancer therapeutics platforms. No major funded incumbents identified in this specific niche, though broader AI drug discovery is competitive. The founder will need to demonstrate why parasite-derived insights for autoimmune diseases create a sustainable advantage over computational approaches.",What specific parasite biology insights can't be replicated by computational drug discovery platforms?
21,https://www.ycombinator.com/companies/servo7,Servo7,W26,Robotics,Robots that 10x manual industry work,STRONG,TRUE,TRUE,TRUE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Robotics hardware is notoriously difficult to scale and deploy reliably,Exceptional technical founders with direct robotics deployment experience at Boeing,https://servo7.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,1,Website has auth flow and pricing page indicating a live product with commercial intent.,No external user validation or evidence that the robots actually exist and work in real industrial settings.,3,"Building manipulate anything AI model with matching robotic hand hardware, Robots that automate depot operations for autonomous vehicle fleets, AI-powered robots for dexterous tasks in e-commerce warehouses",False,,EMERGING,False,False,,SWITCHING_COST,"Website emphasizes simple deployment without facility redesign, suggesting lower switching costs than traditional automation but potential lock-in once integrated.","Industrial robotics is an emerging space with 3 other robotics companies in this batch targeting different verticals (manipulation AI, autonomous vehicle depots, e-commerce warehouses). No major funded incumbents identified, but this is a capital-intensive hardware business where established players like ABB, KUKA, and Fanuc dominate traditional automation. Servo7's pitch centers on easier deployment than traditional systems.",What prevents customers from switching to competitors once your robots are deployed and integrated?
22,https://www.ycombinator.com/companies/constellation-space,Constellation Space,W26,Space Tech,AI operating system for mega-scale satellite networks,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise in highly technical space industry,"Deep satellite systems expertise from SpaceX, Blue Origin, NASA",https://constellationspace.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,8,2,"Website has authentication flow and demo capabilities for AI-powered satellite network management with specific technical claims (3-5 minute advance warning, >90% accuracy).","No evidence of paying customers, external user validation, or product iteration despite having a live product with demo capabilities.",2,"Space solar arrays company, Autonomous robots for research and manufacturing in space",False,,EMERGING,False,False,,TECHNICAL_IP,Physics-informed neural networks that predict satellite link degradation 3-5 minutes in advance with >90% accuracy represent specialized technical IP.,Emerging space tech market with 2 other space-focused companies in batch but none directly competing on satellite network management. No major funded incumbents identified in AI-powered satellite operations. The technical moat depends on their physics-informed neural network approach being defensible against traditional aerospace companies entering AI.,What prevents SpaceX or other satellite operators from building similar predictive capabilities in-house?
23,https://www.ycombinator.com/companies/congruent,Congruent,W26,Automotive/Hardware,AI native radars for self-driving cars,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for complex automotive sales cycles,Deep autonomy expertise with ex-head of autonomy at Zendar,https://congruent.io,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,7,1,Company website shows a live product with demo booking capability and auth flow for AI radar technology for autonomous vehicles.,"No external validation from users, customers, or third-party sources - only company's own marketing claims with no pricing or customer evidence.",0,,True,"Waymo, Tesla, Cruise, Argo AI, Aurora, Continental, Bosch, Aptiv",COMPETITIVE,False,False,,TECHNICAL_IP,Claims to be 'the only radar with raw data' and offers end-to-end training with proprietary digital-twin integration.,"Congruent is unique in their YC batch but enters the highly competitive autonomous vehicle sensor market dominated by well-funded players like Waymo, Tesla, and major automotive suppliers like Bosch and Continental. The company claims technical differentiation through raw radar data access and digital-twin integration, but faces established incumbents with massive R&D budgets and existing OEM relationships.",What makes your raw radar data approach defensible against Tesla's in-house radar team?
